6,42,3
4,42,2
1,42,2
7,42,3
2,43,3
6,43,5
7,43,5
1,43,1
3,44,5
5,44,1
2,44,5
7,44,3
6,45,4
10,45,5
2,45,4
4,45,3
1,45,4
9,46,5
4,46,3
7,46,1
6,47,5
2,47,3
9,47,3
7,47,3
5,47,5
4,48,4
7,48,2
10,48,5
7,49,5
1,49,3
5,49,2
10,49,5
6,50,4
8,50,4
4,50,5
3,50,1
5,50,5
10,51,3
2,51,2
5,51,2
4,51,2
1,51,1
8,52,5
2,52,4
7,52,5
7,53,4
4,53,2
1,53,1
4,54,2
9,54,4
1,54,5
2,54,4
8,55,5
9,55,5
6,55,4
9,56,4
8,56,2
5,56,2
4,56,3
2,56,3
5,57,3
6,57,5
2,57,2
4,58,4
3,58,2
2,58,4
6,59,5
8,59,4
1,59,2
7,59,4
1,60,5
7,60,4
6,60,3
9,60,5
10,60,2
4,61,3
7,61,4
1,61,4
6,61,4
3,62,4
10,62,5
1,62,4
2,62,4
8,62,2
5,63,4
6,63,2
8,63,3
7,64,3
5,64,1
8,64,1
9,64,1
4,65,1
1,65,1
10,65,2
3,65,4
2,66,5
4,66,4
5,66,3
3,66,5
10,66,1
5,67,1
10,67,1
7,67,4
4,68,1
10,68,2
2,68,3
1,68,3
9,68,4
6,69,1
9,69,3
1,69,4
8,69,1
7,69,3
8,70,2
7,70,2
9,70,3
10,70,5
5,70,3
2,71,3
8,71,2
10,71,5
7,72,3
1,72,4
6,72,2
8,72,2
5,72,3
10,73,3
9,73,1
4,73,1
7,73,4
4,74,4
8,74,4
1,74,1
5,74,2
7,74,2
10,75,3
8,75,5
9,75,3
7,75,5
6,76,4
5,76,3
4,76,1
2,76,5
3,77,2
4,77,4
5,77,5
9,77,5
2,77,2
4,78,3
3,78,3
1,78,5
5,78,1
9,79,3
3,79,4
2,79,1
5,80,4
8,80,4
6,80,2
1,80,3
2,80,1
8,81,1
10,81,1
3,81,2
5,81,1
2,82,5
7,82,5
10,82,5
9,83,4
8,83,4
5,83,5
5,84,5
10,84,1
2,84,2
4,84,3
2,85,2
4,85,2
9,85,1
3,85,1
7,85,4
10,86,4
5,86,1
4,86,3
8,86,1
7,86,1
4,87,2
5,87,2
2,87,1
3,87,3
10,87,5
8,88,1
5,88,4
9,88,5
2,88,5
7,89,3
10,89,3
1,89,1
10,90,5
1,90,3
3,90,4
8,91,3
3,91,5
7,91,4
2,91,4
6,91,4
6,92,1
3,92,3
7,92,4
5,92,4
1,93,4
2,93,3
5,93,3
7,93,5
9,93,4
1,94,2
9,94,3
10,94,4
8,94,1
5,95,5
3,95,3
8,95,4
1,96,5
4,96,2
5,96,5
9,97,4
2,97,2
8,97,1
3,98,4
5,98,5
7,98,4
8,98,2
9,98,2
4,99,5
9,99,2
2,99,3
7,99,3
5,100,1
10,100,5
8,100,2
9,100,4
6,100,3
9,101,4
8,101,3
4,101,2
10,101,4
7,101,1
8,102,4
7,102,2
1,102,2
9,102,5
2,103,4
9,103,4
1,103,2
7,103,2
8,104,3
6,104,5
7,104,1
9,105,4
6,105,4
1,105,5
2,105,2
5,106,2
2,106,4
8,106,2
1,106,1
6,106,1
6,107,3
7,107,2
4,107,5
10,107,2
3,108,1
10,108,4
4,108,4
3,109,2
8,109,3
5,109,1
9,109,2
2,109,4
10,110,3
7,110,3
8,110,3
4,110,4
2,111,2
7,111,5
6,111,5
5,111,3
7,112,3
1,112,5
10,112,4
4,113,5
6,113,2
10,113,3
3,113,1
1,114,3
8,114,1
10,114,3
3,114,1
5,114,3
7,115,2
4,115,2
9,115,3
5,115,2
8,115,3
6,116,1
8,116,1
3,116,2
7,116,5
2,116,4
5,117,5
2,117,4
6,117,3
7,118,3
2,118,2
8,118,1
10,118,5
6,118,5
2,119,4
5,119,4
3,119,1
5,120,4
2,120,1
4,120,5
7,121,4
6,121,5
10,121,2
2,122,4
10,122,4
5,122,1
6,122,2
8,123,2
6,123,1
9,123,3
1,123,4
4,124,1
8,124,1
10,124,1
1,124,3
3,125,5
4,125,1
9,125,2
4,126,2
6,126,2
10,126,1
5,126,2
3,126,5
3,127,1
1,127,2
6,127,2
10,127,3
3,128,3
1,128,2
7,128,5
2,129,4
8,129,3
9,129,5
8,130,5
4,130,5
1,130,5
8,131,1
1,131,4
7,131,4
2,131,4
8,132,1
2,132,3
10,132,2
3,132,3
9,132,3
10,133,5
5,133,4
9,133,5
7,133,1
2,134,5
4,134,4
8,134,2
7,134,3
6,134,4
5,135,3
3,135,4
2,135,1
7,135,1
6,136,2
9,136,1
10,136,5
2,136,4
7,136,1
10,137,3
6,137,1
9,137,2
3,137,4
2,138,3
9,138,3
5,138,5
7,139,5
10,139,5
9,139,1
5,140,1
3,140,3
6,140,3
1,140,2
10,140,4
3,141,1
2,141,5
4,141,4
8,142,3
3,142,3
5,142,3
10,142,5
1,143,2
3,143,5
2,143,3
7,144,4
10,144,4
5,144,2
9,144,1
